run_id,config_path,metrics_path,timestamp,loss_mean,loss_initial,loss_final,loss_drop,loss_drop_per_second,runtime_seconds,runtime,steps_per_second,images_per_second,runtime_per_epoch,loss_threshold,loss_threshold_steps,loss_threshold_time,spectral_calls,spectral_time_seconds,spectral_cpu_time_seconds,spectral_cuda_time_seconds,sampling_images_dir,eval_mse,eval_mae,eval_psnr,high_freq_psnr,eval_fid
cifar_32x32_tiny,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/cifar/runs/cifar_32x32_tiny/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/cifar/runs/cifar_32x32_tiny/metrics/cifar_32x32_tiny.json,2025-10-30T05:13:52.267756+00:00,0.4073059247434139,1.1229974031448364,0.18213914334774017,0.9408582597970963,0.011196707679976551,84.0299029579619,84.0299029579619,2.3801050930649663,76.16336297807892,84.0299029579619,,,,0.0,0.0,0.0,0.0,,,,,,
cifar_32x32_spectral,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/cifar/runs/cifar_32x32_spectral/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/cifar/runs/cifar_32x32_spectral/metrics/cifar_32x32_spectral.json,2025-10-30T05:18:13.880408+00:00,1.115609529018402,2.8300750255584717,1.0160516500473022,1.8140233755111694,0.0070020933331143296,259.0687226250302,259.0687226250302,0.7719959320966552,24.703869827092966,259.0687226250302,,,,,,,,,,,,,
cifar_32x32_spectral_deep,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/cifar/runs/cifar_32x32_spectral_deep/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/cifar/runs/cifar_32x32_spectral_deep/metrics/cifar_32x32_spectral_deep.json,2025-10-30T05:57:03.768013+00:00,1.0302451249957085,1.9006576538085938,0.9933983683586121,0.9072592854499817,0.002601615688802164,348.72917216597125,348.72917216597125,0.57351095337907,18.35235050813024,348.72917216597125,,,,,,,,,,,,,
